RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1458,15601458,Davis,834,Germany,Male,46,5,132435.23,3,0,0,173485.54,0
1459,15601459,Rodriguez,713,Spain,Female,64,0,237907.09,4,1,1,190419.64,1
1460,15601460,Smith,662,Spain,Female,54,4,56051.68,2,1,0,176772.51,0
1461,15601461,Johnson,817,Spain,Female,39,0,49786.95,3,0,1,160755.78,0
1462,15601462,Miller,457,Spain,Female,29,5,73412.5,1,1,1,48436.47,0
1463,15601463,Williams,537,Germany,Male,71,7,181960.42,1,0,1,94992.1,1
1464,15601464,Smith,358,Germany,Female,37,10,200595.63,3,0,0,157503.4,0
1465,15601465,Garcia,546,Germany,Male,85,7,140371.4,2,1,0,61619.59,0
1466,15601466,Brown,782,Germany,Female,69,2,222546.31,3,1,1,21090.14,1
1467,15601467,Wilson,609,Spain,Female,86,7,69884.52,2,0,1,144159.31,1
1468,15601468,Jones,627,Germany,Female,72,5,199150.61,3,1,0,105385.92,1
1469,15601469,Wilson,816,France,Male,72,5,6348.94,1,0,0,39629.2,1
1470,15601470,Miller,677,France,Male,27,3,32781.97,1,1,1,23156.09,0
1471,15601471,Miller,524,Spain,Male,84,3,158354.46,4,0,0,63942.8,1
1472,15601472,Rodriguez,618,Germany,Female,67,9,154990.57,4,0,1,192988.1,0
1473,15601473,Davis,579,Germany,Female,55,10,103319.86,1,0,1,170733.02,0
1474,15601474,Miller,497,France,Male,85,3,201346.19,2,0,0,46180.51,0
1475,15601475,Williams,452,Germany,Male,18,10,76217.36,1,0,1,150276.33,0
1476,15601476,Rodriguez,475,Spain,Female,80,2,50989.26,4,1,0,111177.49,1
1477,15601477,Davis,615,Germany,Male,76,2,196730.74,3,1,1,70961.28,1
1478,15601478,Rodriguez,671,Spain,Female,35,6,38688.73,1,1,0,127536.19,1
1479,15601479,Davis,810,Germany,Male,31,6,13274.12,2,1,0,132629.86,0
1480,15601480,Johnson,584,Germany,Male,43,7,196802.91,2,0,0,71906.3,0
1481,15601481,Williams,645,Germany,Male,70,2,238835.49,4,1,0,131667.93,0
1482,15601482,Rodriguez,631,France,Male,39,5,163329.92,2,0,1,115629.39,1
1483,15601483,Jones,563,France,Female,77,7,54716.51,4,1,0,188960.69,1
1484,15601484,Jones,793,Spain,Female,32,2,223317.98,4,0,0,118498.21,1
1485,15601485,Johnson,432,France,Female,49,10,225268.15,4,1,0,50705.07,1
1486,15601486,Williams,646,Germany,Male,34,2,7019.59,1,0,1,85455.02,0
1487,15601487,Rodriguez,446,France,Male,23,4,190249.19,4,1,1,76369.46,0
1488,15601488,Miller,691,Germany,Female,41,3,159356.78,4,0,0,48379.09,1
1489,15601489,Jones,470,Spain,Male,91,9,80183.53,4,0,1,168684.98,0
1490,15601490,Brown,796,Germany,Male,20,2,160727.92,2,1,0,27570.26,0
1491,15601491,Garcia,491,Germany,Male,25,9,205812.29,1,1,1,25703.09,1
1492,15601492,Johnson,661,France,Male,68,0,158322.67,2,0,0,39906.86,1
1493,15601493,Davis,588,Germany,Male,24,1,151459.33,1,0,0,82690.59,0
1494,15601494,Williams,817,France,Male,33,9,180417.67,4,0,1,135726.36,1
1495,15601495,Brown,451,Germany,Male,22,4,142970.96,4,1,1,49596.36,0
1496,15601496,Williams,583,Germany,Female,84,1,37407.94,3,0,0,27119.09,0
1497,15601497,Rodriguez,699,Spain,Male,61,0,144107.39,3,0,0,123301.42,1
1498,15601498,Williams,358,Germany,Male,64,5,180393.55,1,0,0,145977.93,1
1499,15601499,Williams,748,Germany,Female,20,1,57215.81,4,0,0,62337.77,1
1500,15601500,Miller,631,Spain,Female,67,4,190643.03,2,0,0,59277.88,0
1501,15601501,Williams,363,France,Female,24,6,30778.21,2,1,0,115930.4,1
1502,15601502,Smith,435,Germany,Male,74,1,107805.47,1,1,0,34697.65,1
1503,15601503,Rodriguez,682,France,Female,58,4,238228.62,2,0,0,143228.19,1
1504,15601504,Smith,477,France,Male,20,9,90796.69,4,1,1,80027.56,1
1505,15601505,Wilson,383,Spain,Female,62,5,71260.9,2,0,1,101118.58,0
1506,15601506,Williams,778,Spain,Female,73,0,27640.06,1,0,0,17358.77,0
1507,15601507,Davis,633,France,Male,75,6,69042.5,1,1,0,90523.0,0
1508,15601508,Rodriguez,356,Germany,Male,64,7,26850.54,1,0,1,143817.72,1
1509,15601509,Johnson,450,Germany,Male,70,7,25416.61,1,1,0,73106.47,0
1510,15601510,Jones,534,Germany,Female,80,4,49873.63,4,0,0,143772.3,0
1511,15601511,Smith,639,Spain,Male,62,8,214851.13,3,1,1,143647.47,1
1512,15601512,Garcia,365,France,Male,89,0,83440.68,2,1,0,166291.23,1
1513,15601513,Jones,779,Spain,Female,73,2,19733.35,1,0,0,142900.68,1
1514,15601514,Smith,366,France,Female,69,6,106390.89,3,1,0,153468.25,0
1515,15601515,Smith,578,Germany,Female,77,1,228482.35,1,0,1,121257.27,0
1516,15601516,Wilson,737,Germany,Female,91,0,78761.74,1,1,0,18036.42,0
1517,15601517,Wilson,502,Germany,Female,68,9,132296.98,4,0,0,47746.12,1
1518,15601518,Johnson,766,Spain,Female,89,4,25513.85,4,0,0,51093.88,1
1519,15601519,Smith,598,Spain,Female,49,3,207729.11,3,1,0,50077.73,1
1520,15601520,Wilson,641,France,Female,19,1,177871.72,3,0,1,171143.09,0
1521,15601521,Smith,459,Spain,Male,83,7,204953.43,2,0,0,88040.96,0
1522,15601522,Smith,672,Germany,Female,30,8,235928.54,1,0,1,140025.77,1
1523,15601523,Williams,809,France,Male,74,0,182739.18,3,0,0,194396.56,1
1524,15601524,Jones,505,Germany,Male,38,1,112822.84,3,0,1,194778.64,1
1525,15601525,Garcia,827,France,Male,25,0,64875.17,1,1,1,70837.65,0
1526,15601526,Williams,781,France,Female,90,1,74888.92,4,0,0,187488.25,1
1527,15601527,Wilson,488,France,Female,89,8,37609.25,4,1,0,60755.55,1
1528,15601528,Brown,715,France,Female,29,9,105880.7,3,1,0,103927.54,0
1529,15601529,Williams,599,Spain,Male,60,6,88510.65,4,1,0,65641.48,0
1530,15601530,Wilson,824,Spain,Female,66,6,136699.61,3,1,0,60472.49,1
1531,15601531,Williams,383,Spain,Male,37,8,84504.48,4,0,0,196432.99,1
1532,15601532,Wilson,739,France,Female,53,8,136677.98,1,0,1,111578.19,0
1533,15601533,Wilson,371,Spain,Male,51,6,119880.9,4,0,1,14190.42,0
1534,15601534,Johnson,503,France,Male,32,9,224014.93,2,1,0,199730.01,0
1535,15601535,Davis,405,France,Male,78,6,223610.62,3,0,0,18320.26,1
1536,15601536,Miller,634,Germany,Male,69,5,194939.71,1,0,1,182221.53,1
1537,15601537,Jones,603,France,Female,33,9,24340.36,3,0,0,142432.76,1
1538,15601538,Smith,753,Germany,Female,69,1,117511.55,4,0,0,143036.98,0
1539,15601539,Rodriguez,627,Germany,Male,69,7,208331.98,2,0,1,25127.7,1
1540,15601540,Davis,614,France,Male,59,9,46176.99,4,1,1,113723.85,0
1541,15601541,Wilson,552,Germany,Female,57,8,95290.6,3,0,1,74654.15,1
1542,15601542,Miller,761,Germany,Male,32,1,153424.28,2,0,1,198989.96,0
1543,15601543,Davis,805,Germany,Male,62,1,17595.91,1,1,0,53143.15,1
1544,15601544,Brown,565,Spain,Male,70,10,31440.76,3,1,1,123903.83,1
1545,15601545,Garcia,353,France,Male,91,4,201748.39,3,1,0,18922.08,1
1546,15601546,Davis,699,Spain,Female,73,7,102615.08,3,1,1,40747.56,1
1547,15601547,Miller,566,Spain,Female,74,5,134379.49,1,1,1,155921.02,0
1548,15601548,Brown,750,Germany,Male,72,2,60629.16,3,1,1,176418.27,0
1549,15601549,Williams,744,Spain,Female,55,0,27099.67,3,1,0,185816.94,0
1550,15601550,Davis,432,France,Male,40,2,73528.08,4,1,1,141850.43,1
1551,15601551,Jones,555,France,Female,26,6,6937.22,1,0,1,144736.78,0
1552,15601552,Johnson,540,Germany,Female,86,8,159854.47,1,0,0,30586.09,1
1553,15601553,Garcia,714,Spain,Male,43,1,43222.29,3,1,0,186887.22,1
1554,15601554,Garcia,419,Germany,Female,51,2,159648.51,4,0,0,148784.9,0
1555,15601555,Smith,454,Germany,Female,47,7,85537.58,4,1,1,174615.69,0
1556,15601556,Garcia,633,Spain,Male,65,4,236997.0,2,1,0,33447.12,0
1557,15601557,Rodriguez,516,Spain,Female,52,0,7858.88,4,1,1,134036.04,1
1558,15601558,Garcia,523,Germany,Male,43,1,27850.92,2,0,1,64238.53,1
1559,15601559,Wilson,725,France,Female,74,6,191039.32,2,1,0,102964.19,0
1560,15601560,Brown,794,Germany,Female,39,1,224434.81,3,0,0,162227.26,0
1561,15601561,Wilson,751,Spain,Male,23,4,82237.83,2,0,1,125687.35,0
1562,15601562,Miller,718,Germany,Male,52,9,223448.56,3,0,1,12244.91,0
1563,15601563,Rodriguez,385,Germany,Female,74,7,126289.12,1,1,1,197890.73,1
1564,15601564,Jones,480,Germany,Female,51,4,106874.37,2,1,0,100271.17,0
1565,15601565,Garcia,710,Germany,Male,19,10,171560.1,3,0,0,37945.88,1
1566,15601566,Rodriguez,612,Germany,Female,86,6,200976.28,4,0,0,68154.26,1
1567,15601567,Garcia,646,Germany,Male,79,1,68560.21,4,0,1,81600.01,0
1568,15601568,Johnson,791,Germany,Female,50,2,66949.9,2,0,1,40919.47,0
1569,15601569,Brown,640,France,Male,32,10,164882.74,4,0,1,184790.62,0
1570,15601570,Wilson,457,France,Male,91,8,231030.76,2,0,0,18508.6,0
1571,15601571,Smith,444,France,Male,18,0,15757.69,4,1,1,82086.46,0
1572,15601572,Smith,610,Germany,Female,67,1,2801.02,1,1,0,80807.56,0
1573,15601573,Jones,381,Germany,Male,88,4,232139.04,2,0,0,159372.07,1
1574,15601574,Davis,750,Germany,Male,42,5,77332.5,3,0,0,10693.48,0
1575,15601575,Garcia,777,Spain,Male,18,5,204342.43,3,1,1,93131.63,0
1576,15601576,Miller,360,Germany,Male,73,6,243111.03,4,1,1,27485.23,0
1577,15601577,Davis,819,Spain,Female,29,1,176019.91,2,1,0,163474.94,1
1578,15601578,Johnson,554,Germany,Female,78,0,130698.19,1,1,0,91680.34,0
1579,15601579,Jones,633,France,Female,86,9,141150.43,4,0,1,125317.32,0
1580,15601580,Rodriguez,469,Germany,Female,89,8,130009.75,1,1,1,158501.96,0
1581,15601581,Miller,365,Spain,Female,41,5,113383.57,1,1,1,14440.99,0
1582,15601582,Williams,361,France,Male,73,5,113638.03,2,1,0,67517.88,0
1583,15601583,Rodriguez,787,France,Female,35,1,195991.27,3,1,1,194587.93,0
1584,15601584,Garcia,599,Spain,Female,29,10,186988.3,4,1,1,124403.4,0
1585,15601585,Johnson,627,Germany,Male,53,1,152137.92,4,0,1,60591.51,0
1586,15601586,Williams,658,Spain,Female,83,9,18612.03,1,1,1,60616.2,0
1587,15601587,Johnson,771,Germany,Female,55,5,121526.64,1,1,1,158105.44,0
1588,15601588,Smith,782,Germany,Male,34,5,124236.24,1,0,0,22040.17,1
1589,15601589,Brown,823,Germany,Female,70,4,237659.79,4,0,0,167183.35,1
1590,15601590,Garcia,440,Germany,Male,89,9,82024.59,3,0,0,26902.29,0
1591,15601591,Williams,702,Spain,Female,48,1,34062.43,4,0,1,188903.53,1
1592,15601592,Smith,596,France,Male,62,8,160370.11,1,0,0,119128.58,0
1593,15601593,Wilson,441,Spain,Male,29,5,46482.44,1,0,1,53208.43,1
1594,15601594,Smith,770,Germany,Male,43,0,8207.01,1,1,1,139292.23,0
1595,15601595,Garcia,481,Germany,Male,82,9,196301.9,3,1,0,164038.35,0
1596,15601596,Wilson,617,Spain,Female,89,9,53334.64,4,1,0,123083.81,1
1597,15601597,Garcia,742,France,Female,29,9,198257.88,2,1,0,162906.96,0
1598,15601598,Brown,811,Germany,Male,22,4,83072.54,2,1,1,52138.02,0
1599,15601599,Johnson,589,Spain,Male,64,7,64008.4,2,1,0,89928.6,0
1600,15601600,Davis,791,Spain,Female,22,6,111951.16,2,1,1,186880.3,0
1601,15601601,Rodriguez,505,France,Female,47,6,230284.34,3,1,0,112636.5,1
1602,15601602,Miller,377,Spain,Female,53,0,98368.39,4,1,1,25211.71,1
1603,15601603,Williams,455,Germany,Male,19,9,8503.58,3,1,0,18075.98,1
1604,15601604,Smith,691,Germany,Male,47,1,237760.5,1,1,1,28003.4,0
1605,15601605,Williams,518,Spain,Female,67,0,171684.4,2,0,0,87163.35,1
1606,15601606,Brown,511,Spain,Male,40,0,223242.2,2,0,1,181212.21,1
1607,15601607,Smith,355,France,Female,24,1,79876.89,3,0,0,182236.06,1
1608,15601608,Wilson,482,Spain,Female,22,7,70629.89,4,0,1,143795.05,0
1609,15601609,Garcia,654,Germany,Male,63,9,168517.85,1,0,0,19147.45,1
1610,15601610,Jones,840,Germany,Male,56,0,50815.86,1,0,1,76159.86,0
1611,15601611,Brown,569,France,Female,26,1,135690.27,1,0,1,177295.02,0
1612,15601612,Rodriguez,533,Spain,Male,65,10,141770.55,2,0,1,83705.25,0
1613,15601613,Smith,558,Spain,Male,20,6,142798.24,1,0,1,146254.48,1
1614,15601614,Jones,372,Germany,Male,79,8,66763.97,2,0,0,118352.44,1
1615,15601615,Jones,647,Germany,Female,46,0,694.77,4,1,1,154164.93,0
1616,15601616,Miller,517,France,Male,38,10,86984.71,1,0,1,50378.15,1
1617,15601617,Miller,480,France,Female,41,4,26441.97,3,0,0,129269.9,0
1618,15601618,Brown,754,France,Female,60,1,17436.0,1,0,1,169396.75,0
1619,15601619,Miller,475,France,Female,83,4,60743.93,2,0,0,82964.96,1
1620,15601620,Brown,756,France,Male,54,10,83627.93,4,1,1,71422.75,0
1621,15601621,Johnson,437,Germany,Female,57,2,98810.33,2,0,1,137496.93,0
1622,15601622,Smith,802,Germany,Male,76,5,88430.78,2,0,1,97769.31,1
1623,15601623,Smith,705,Germany,Male,18,7,28633.61,3,0,0,145601.91,0
1624,15601624,Williams,446,Spain,Male,30,10,198815.42,2,0,1,182311.83,0
1625,15601625,Rodriguez,643,Spain,Male,64,9,23615.83,1,0,1,50172.84,1
1626,15601626,Miller,631,Germany,Male,58,9,187406.16,4,0,0,82526.75,0
1627,15601627,Smith,734,Spain,Male,79,8,191396.97,2,0,1,125644.73,0
1628,15601628,Rodriguez,815,Germany,Female,40,8,69027.74,3,0,0,199131.5,0
1629,15601629,Williams,719,Spain,Male,18,0,44408.07,2,1,0,128801.69,0
1630,15601630,Williams,689,France,Male,50,1,69356.08,4,1,0,148917.03,0
1631,15601631,Johnson,565,Spain,Male,19,10,31633.25,1,0,0,130468.33,0
1632,15601632,Jones,829,Germany,Male,46,2,32646.13,4,1,1,171592.43,0
1633,15601633,Johnson,474,Spain,Male,23,2,125834.53,4,1,0,87360.02,1
1634,15601634,Brown,351,Germany,Male,62,9,57702.28,4,1,1,77613.2,0
1635,15601635,Wilson,625,France,Male,27,10,5729.44,2,0,1,139700.88,0
1636,15601636,Garcia,502,Spain,Male,38,9,187268.55,2,0,0,60097.42,1
1637,15601637,Johnson,667,Spain,Female,38,2,141872.27,2,0,1,102501.1,0
1638,15601638,Miller,557,Germany,Female,71,6,115126.14,1,1,0,143080.98,0
1639,15601639,Johnson,642,Germany,Female,64,5,15111.14,3,1,1,134645.15,1
1640,15601640,Davis,550,France,Female,42,3,141888.22,3,0,1,132972.41,1
1641,15601641,Williams,582,France,Male,39,6,33672.41,1,0,1,194044.92,1
1642,15601642,Brown,752,Spain,Male,61,10,138701.32,3,1,0,29268.25,0
1643,15601643,Rodriguez,726,Spain,Male,70,2,159867.51,3,0,1,60097.25,0
1644,15601644,Rodriguez,523,France,Male,54,7,243527.08,2,1,0,79287.4,0
1645,15601645,Brown,475,Spain,Male,22,3,19387.08,3,1,1,15317.99,1
1646,15601646,Miller,792,Spain,Female,90,10,67140.75,3,1,1,121497.04,1
1647,15601647,Miller,834,France,Female,48,6,92679.71,4,1,1,83465.25,1
1648,15601648,Johnson,570,France,Female,34,1,44270.8,3,1,0,111742.42,0
1649,15601649,Wilson,520,Germany,Female,83,1,203691.49,2,1,0,71388.34,1
1650,15601650,Wilson,545,Spain,Female,75,2,28210.42,2,0,1,175321.99,1
1651,15601651,Williams,472,Spain,Male,52,2,96201.49,3,0,1,133626.38,0
1652,15601652,Brown,755,France,Female,32,4,194187.89,3,0,0,96032.98,1
1653,15601653,Brown,686,Spain,Male,31,10,225916.73,1,0,1,188627.87,1
1654,15601654,Williams,422,France,Male,65,8,111658.53,3,1,0,49731.9,1
1655,15601655,Williams,571,Germany,Female,51,4,211035.38,4,0,0,104471.82,0
1656,15601656,Smith,704,Germany,Female,61,2,55641.1,4,1,1,35090.81,1
1657,15601657,Davis,699,Spain,Female,42,3,117007.64,1,1,0,132684.04,0
1658,15601658,Miller,767,France,Female,86,1,6146.65,3,1,0,16909.64,0
1659,15601659,Garcia,788,Germany,Male,34,1,77297.19,3,1,0,32783.87,0
1660,15601660,Wilson,504,France,Male,45,6,132271.65,1,1,0,182602.29,0
1661,15601661,Johnson,451,Spain,Female,62,2,129524.37,4,0,0,124177.28,0
1662,15601662,Wilson,721,Germany,Female,49,5,31955.13,3,1,0,182813.47,0
1663,15601663,Williams,427,Germany,Female,47,9,47526.03,2,0,1,79082.21,1
1664,15601664,Brown,750,Spain,Male,34,3,105806.71,1,1,0,99213.06,0
1665,15601665,Smith,632,Spain,Male,83,2,97272.49,4,0,0,167655.33,0
1666,15601666,Davis,369,France,Male,80,1,38992.73,1,1,0,179660.2,0
1667,15601667,Johnson,843,Spain,Female,51,8,214882.32,4,1,0,71619.25,1
1668,15601668,Williams,424,France,Male,37,2,238071.01,1,0,1,58213.7,0
1669,15601669,Miller,636,Germany,Male,41,2,183563.12,3,1,0,81635.12,1
1670,15601670,Brown,540,Germany,Male,67,3,208279.03,4,0,0,172465.88,0
1671,15601671,Rodriguez,378,Spain,Female,80,4,26135.35,2,0,1,137110.45,0
1672,15601672,Rodriguez,836,Spain,Male,89,5,37124.29,1,0,1,43157.81,0
1673,15601673,Rodriguez,751,Spain,Female,47,9,207042.98,4,1,1,22018.93,1
1674,15601674,Garcia,373,Spain,Female,50,9,18180.37,2,0,1,26430.81,1
1675,15601675,Johnson,389,Germany,Female,60,6,67904.8,1,1,0,122277.58,1
1676,15601676,Rodriguez,604,Spain,Male,25,7,200857.03,2,0,1,42058.18,0
1677,15601677,Smith,386,Germany,Female,30,2,182241.03,1,0,1,23925.41,0
1678,15601678,Wilson,474,Germany,Female,69,7,132995.08,4,1,0,117614.99,1
1679,15601679,Brown,387,France,Female,80,7,57831.05,2,0,1,133886.52,0
1680,15601680,Garcia,841,Spain,Female,87,6,88104.22,2,1,0,31904.75,0
1681,15601681,Davis,518,Spain,Male,21,8,168028.37,3,0,0,33690.95,0
1682,15601682,Williams,411,Germany,Male,63,0,193648.94,4,1,1,198705.59,1
1683,15601683,Jones,595,France,Male,18,2,105216.22,4,1,1,68745.5,1
1684,15601684,Garcia,555,Spain,Female,75,4,221203.38,1,1,0,83274.82,1
1685,15601685,Davis,703,France,Female,60,0,5763.4,2,1,1,142816.0,1
1686,15601686,Brown,369,Germany,Female,52,9,106656.16,2,1,1,25024.85,1
1687,15601687,Williams,641,Germany,Female,46,5,51472.16,3,1,0,44056.79,1
1688,15601688,Johnson,432,Germany,Male,77,6,168605.29,4,1,0,197615.15,1
1689,15601689,Wilson,498,Germany,Female,68,5,230650.81,4,1,0,66722.05,1
1690,15601690,Jones,797,Spain,Male,57,4,196391.15,3,0,1,118183.24,0
1691,15601691,Wilson,474,Germany,Female,53,9,112722.6,2,1,1,60120.93,0
1692,15601692,Williams,464,France,Female,82,6,32075.93,4,0,1,28954.2,0
1693,15601693,Johnson,845,France,Female,34,0,172817.99,1,1,0,100996.74,1
1694,15601694,Rodriguez,528,France,Female,70,5,84169.53,2,0,0,56442.43,0
1695,15601695,Jones,492,Germany,Female,56,6,232225.1,2,0,0,166362.5,0
1696,15601696,Miller,404,France,Male,44,7,83329.61,4,1,1,46159.77,1
1697,15601697,Garcia,843,France,Female,28,9,152370.99,1,1,1,114984.59,0
1698,15601698,Jones,706,Spain,Female,67,3,21160.52,2,1,0,178153.42,1
1699,15601699,Williams,447,Spain,Male,35,0,214493.82,2,1,1,65623.47,1
1700,15601700,Davis,456,Germany,Male,20,4,57997.67,4,1,1,158471.88,0
1701,15601701,Smith,632,Germany,Female,36,9,215088.86,4,0,0,178362.98,0
1702,15601702,Garcia,574,Spain,Male,77,4,47080.91,1,1,0,169879.75,0
1703,15601703,Williams,466,Germany,Female,24,2,40496.76,3,1,1,74284.69,1
1704,15601704,Miller,723,France,Male,43,2,130078.49,2,0,0,35895.51,0
1705,15601705,Miller,555,Germany,Male,45,3,219453.68,2,0,0,47481.03,1
1706,15601706,Garcia,575,France,Male,72,7,91300.03,1,1,1,36978.95,1
1707,15601707,Wilson,662,Spain,Female,49,0,43390.19,3,0,0,24865.96,0
1708,15601708,Brown,726,Germany,Female,80,2,58746.95,2,1,0,18866.68,1
1709,15601709,Garcia,384,Germany,Male,29,7,179424.83,2,0,1,19902.65,1
1710,15601710,Smith,574,Germany,Female,51,10,220774.46,4,0,1,132016.69,1
1711,15601711,Miller,772,Spain,Female,31,9,196664.93,2,1,0,83400.3,0
1712,15601712,Rodriguez,796,Spain,Male,78,10,37084.49,1,0,0,70165.0,0
1713,15601713,Wilson,750,Germany,Female,67,6,189562.36,3,1,0,189959.32,1
1714,15601714,Brown,671,France,Female,91,1,198607.29,1,0,0,26331.01,0
1715,15601715,Johnson,621,Spain,Male,48,5,245630.05,4,0,0,96338.77,0
1716,15601716,Garcia,499,Germany,Male,46,9,37762.65,1,1,1,43858.53,1
1717,15601717,Johnson,602,France,Male,40,2,226329.01,4,1,0,51859.29,1
1718,15601718,Williams,433,France,Female,55,2,36085.49,4,0,1,139034.17,1
1719,15601719,Wilson,800,Germany,Female,42,3,185009.48,1,0,0,195470.78,1
1720,15601720,Jones,576,France,Female,82,8,124773.94,3,0,1,98278.74,0
1721,15601721,Smith,790,Spain,Female,82,10,87340.22,3,0,1,104398.69,0
1722,15601722,Davis,568,Germany,Male,38,9,185270.23,4,0,1,45147.44,1
1723,15601723,Garcia,513,France,Male,63,9,38402.74,4,0,1,76365.04,0
1724,15601724,Williams,764,Germany,Male,21,10,92221.36,2,0,1,32234.87,1
1725,15601725,Davis,461,France,Male,58,5,189362.71,4,0,1,56429.11,0
1726,15601726,Davis,438,Germany,Female,41,0,107866.11,1,1,1,128465.45,0
1727,15601727,Rodriguez,523,France,Male,44,1,55758.82,1,0,1,119040.36,0
1728,15601728,Williams,382,Germany,Male,40,2,23590.3,2,0,1,152344.82,0
1729,15601729,Miller,625,France,Female,87,6,133946.37,4,1,0,29756.43,0
1730,15601730,Rodriguez,517,Spain,Male,67,4,247205.45,2,0,0,160976.37,0
1731,15601731,Wilson,825,Germany,Female,74,10,131104.35,2,1,1,157428.29,1
1732,15601732,Davis,494,Spain,Female,33,9,108836.1,2,0,1,135115.76,0
1733,15601733,Wilson,422,Germany,Female,36,2,18775.93,2,0,1,141133.63,0
1734,15601734,Jones,433,Germany,Female,86,3,198959.42,1,1,1,188155.57,0
1735,15601735,Johnson,591,Germany,Female,37,6,147031.88,3,0,0,107600.58,0
1736,15601736,Johnson,726,Germany,Male,25,3,218795.85,4,1,0,150125.09,0
1737,15601737,Smith,381,France,Female,43,2,134810.34,2,1,0,175863.95,0
1738,15601738,Miller,673,France,Female,40,4,61067.95,2,0,1,115098.64,0
1739,15601739,Davis,781,Germany,Male,90,9,15611.94,4,1,1,41162.68,1
1740,15601740,Davis,827,France,Male,40,8,248235.86,2,1,0,50753.13,1
1741,15601741,Davis,810,Germany,Male,82,5,158749.93,4,0,1,96426.4,0
1742,15601742,Davis,632,Spain,Male,18,1,47467.98,2,0,0,146210.29,0
1743,15601743,Johnson,694,Germany,Male,62,2,115271.65,1,1,1,144566.94,0
1744,15601744,Davis,837,Spain,Female,67,1,162660.65,4,1,0,11192.05,0
1745,15601745,Jones,476,France,Male,77,9,111148.67,4,0,1,184461.97,0
1746,15601746,Miller,846,Germany,Female,92,8,160812.88,3,1,1,43857.07,0
1747,15601747,Williams,709,Spain,Female,65,6,133466.64,2,1,0,36289.5,1
1748,15601748,Brown,507,Germany,Male,61,5,55878.93,3,1,0,155159.29,1
1749,15601749,Williams,646,Germany,Male,74,4,156850.39,2,1,1,122150.48,1
1750,15601750,Johnson,741,Spain,Female,80,0,140608.97,4,1,1,58432.92,1
1751,15601751,Wilson,785,Germany,Female,69,4,18816.99,2,1,0,88081.16,0
1752,15601752,Jones,779,Spain,Female,44,6,183269.03,1,1,1,157517.09,0
1753,15601753,Jones,498,Spain,Male,39,10,160002.43,4,0,1,193321.99,0
1754,15601754,Smith,433,Spain,Male,76,0,99176.9,3,0,0,169574.78,0
1755,15601755,Jones,623,Spain,Female,84,1,192543.11,1,0,0,72677.2,1
1756,15601756,Rodriguez,632,France,Female,51,1,138333.05,4,0,0,38381.69,1
1757,15601757,Miller,818,France,Male,18,3,11481.07,3,1,1,29346.28,1
1758,15601758,Brown,358,Spain,Female,55,1,139489.54,2,1,1,92078.71,0
1759,15601759,Rodriguez,739,Spain,Male,33,8,118026.02,4,0,0,31469.73,0
1760,15601760,Davis,540,Germany,Male,24,3,67845.83,3,1,1,34990.07,0
1761,15601761,Davis,597,Spain,Female,72,8,225596.72,4,1,0,67167.86,0
1762,15601762,Davis,422,France,Male,59,5,152820.46,4,1,0,69931.01,1
1763,15601763,Williams,444,France,Male,19,5,58977.96,3,1,0,59137.76,1
1764,15601764,Garcia,811,Spain,Female,87,4,171183.57,3,1,0,124148.63,1
1765,15601765,Williams,399,France,Male,58,0,122274.73,1,0,1,73273.22,1
1766,15601766,Brown,402,France,Male,18,3,98596.61,2,0,0,186566.19,1
1767,15601767,Brown,822,Germany,Male,77,7,39263.23,3,0,1,115580.16,1
1768,15601768,Rodriguez,516,France,Male,92,10,76318.46,3,0,1,29266.6,0
1769,15601769,Rodriguez,517,Spain,Female,28,7,16640.03,3,0,0,79021.83,0
1770,15601770,Jones,579,Spain,Female,52,7,57580.27,3,0,1,156751.68,1
1771,15601771,Garcia,797,Germany,Female,32,7,29770.62,3,1,0,59391.92,0
1772,15601772,Smith,520,France,Female,83,8,7571.29,2,0,0,90044.2,0
1773,15601773,Brown,472,Germany,Male,72,0,128244.96,2,0,1,160936.74,1
1774,15601774,Rodriguez,593,France,Male,54,8,108698.73,3,0,1,44492.46,1
1775,15601775,Jones,559,Spain,Male,59,3,120657.73,1,0,0,77685.68,1
1776,15601776,Brown,499,Spain,Female,81,1,183805.17,4,1,0,122573.07,1
1777,15601777,Wilson,827,France,Female,46,3,203408.16,2,1,1,129529.95,1
1778,15601778,Jones,847,Spain,Male,91,9,197574.15,1,0,0,111130.54,1
1779,15601779,Garcia,466,Germany,Male,86,3,208165.08,3,0,0,143811.63,1
1780,15601780,Rodriguez,498,Spain,Male,55,6,69233.84,3,1,1,93227.68,1
1781,15601781,Garcia,518,Germany,Female,84,2,236361.96,1,0,0,37257.25,1
1782,15601782,Wilson,586,Germany,Male,35,4,132204.07,2,1,0,97803.2,1
1783,15601783,Wilson,620,Spain,Female,60,1,197476.89,2,1,1,154504.39,0
1784,15601784,Rodriguez,550,Germany,Male,28,2,181529.86,1,0,1,152877.25,0
1785,15601785,Johnson,645,France,Female,86,1,68775.56,3,0,0,150198.81,0
1786,15601786,Johnson,577,Spain,Male,65,5,36951.74,4,1,0,51992.12,1
1787,15601787,Johnson,671,Germany,Female,82,8,187714.49,4,0,1,47080.19,1
